Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
NATIONAL HEALTHCARE CORP,NHC,UL,Common Stock,Equity,BBG000BY9H78,BBG000BY3T87,30065336701,EQ0031323800001000
HERITAGE FINANCIAL CORP,HFWA,UL,Common Stock,Equity,BBG000BY3BW9,BBG000BY3302,30065336692,EQ0031324500001000
EVOLVING SYSTEMS INC,EVOL,UL,Common Stock,Equity,BBG000BYDGF6,BBG000BYD5M2,30065336766,EQ0031324700001000
RED LION HOTELS CORP,RLH,UL,Common Stock,Equity,BBG000DQ5WK9,BBG000DQ5MY6,30065362616,EQ0031328500001000
ECB BANCORP INC,ECBE,UL,Common Stock,Equity,BBG000BYQ735,BBG000BYPVT5,30065337048,EQ0031330700001000
ROCKWELL MEDICAL TECH INC,RMTI,UL,Common Stock,Equity,BBG000BMC7C6,BBG000BMC004,30065318131,EQ0031331800001000
OMEGA PROTEIN CORP,OME,UL,Common Stock,Equity,BBG000BPFFD7,BBG000BPF4Y9,30065323727,EQ0031332200001000
MERGE HEALTHCARE INC,MRGE,UL,Common Stock,Equity,BBG000BYRVG7,BBG000BYRF09,30065337093,EQ0031332300001000
HOPFED BANCORP INC,HFBC,UL,Common Stock,Equity,BBG000BJJ8Q9,BBG000BJJ0B2,30065308351,EQ0031338900001000
JINPAN INTERNATIONAL LTD,JST,UL,Common Stock,Equity,BBG000BZ0BQ6,BBG000BZ03N7,30065337337,EQ0031339100001000
NETSOL TECHNOLOGIES INC,NTWK,UL,Common Stock,Equity,BBG000D1M6M0,BBG000D1LXG9,30065347697,EQ0031342300001000
BROADCOM CORP-CL A,BRCM,UL,Common Stock,Equity,BBG000BFF612,BBG000BFDXW1,30065299042,EQ0031343200002000
AMERICAN ORIENTAL BIOENGINEE,AOB,UL,Common Stock,Equity,BBG000F7JJR6,BBG000F7H6K3,30065374239,EQ0031344100001000
FUNDTECH LTD,FNDT,UL,Common Stock,Equity,BBG000D5TM12,BBG000D5S9D9,30065352124,EQ0031351000001000
IPARTY CORPORATION,IPT,UL,Common Stock,Equity,BBG000DL7WL7,BBG000DL6J91,30065359080,EQ0031353400001000
PAETEC HOLDING CORP,PAET,UL,Common Stock,Equity,BBG000BYYQY0,BBG000BYYJX7,30065337282,EQ0031354600001000
BLACK DIAMOND INC,BDE,UL,Common Stock,Equity,BBG000C6QZC3,BBG000C6QPN3,30065340439,EQ0031356900001000
CRA INTERNATIONAL INC,CRAI,UL,Common Stock,Equity,BBG000C1MBV0,BBG000C1LZX6,30065337871,EQ0031359100001000
HEIDRICK & STRUGGLES INTL,HSII,UL,Common Stock,Equity,BBG000CYWBM7,BBG000CYTZ93,30065346051,EQ0031360400001000
COMPX INTERNATIONAL INC,CIX,UL,Common Stock,Equity,BBG000BCH6D4,BBG000BCGY99,30065289417,EQ0031363200001000
MACATAWA BANK CORP,MCBC,UL,Common Stock,Equity,BBG000BHXZR6,BBG000BHXPK5,30065307677,EQ0031363600001000
SCHOOL SPECIALTY INC,SCHS,UL,Common Stock,Equity,BBG000BCX129,BBG000BCWSF7,30065291927,EQ0031365100001000
NVIDIA CORP,NVDA,UL,Common Stock,Equity,BBG000BBK027,BBG000BBJQV0,30065286583,EQ0031365700001000
MARRIOTT INTERNATIONAL-CL A,MAR,UL,Common Stock,Equity,BBG000BGDGV7,BBG000BGD7W6,30065302832,EQ0031367300002000
ULTIMATE SOFTWARE GROUP INC,ULTI,UL,Common Stock,Equity,BBG000C1SM22,BBG000C1SCJ6,30065338086,EQ0031367700001000
MARINEMAX INC,HZO,UL,Common Stock,Equity,BBG000C1T3H7,BBG000C1SRH5,30065338087,EQ0031367800001000
GLOBAL-TECH ADVANCED INNOVAT,GAI,UL,Common Stock,Equity,BBG000BXM6D2,BBG000BXLY51,30065336474,EQ0031368300001000
DEARBORN BANCORP INC,DEAR,UL,Common Stock,Equity,BBG000C1TJW5,BBG000C1T9P5,30065338094,EQ0031368500001000
HASTINGS ENTERTAINMENT INC,HAST,UL,Common Stock,Equity,BBG000BFNN89,BBG000BFNDP2,30065299547,EQ0031369100001000
WASTE CONNECTIONS INC,WCN,UL,Common Stock,Equity,BBG000BHWHN1,BBG000BHW628,30065307633,EQ0031369800001000
AXT INC,AXTI,UL,Common Stock,Equity,BBG000BHZB88,BBG000BHZ0N5,30065307721,EQ0031370400001000
HACKETT GROUP INC/THE,HCKT,UL,Common Stock,Equity,BBG000BBM089,BBG000BBLQV7,30065286805,EQ0031370900001000
VASCO DATA SECURITY INTL,VDSI,UL,Common Stock,Equity,BBG000BJ42D2,BBG000BJ3R48,30065307813,EQ0031372100001000
WR GRACE & CO,GRA,UL,Common Stock,Equity,BBG000BB90W7,BBG000BB8PG1,30065285728,EQ0031374600001000
DYAX CORP,DYAX,UL,Common Stock,Equity,BBG000BJ9PZ2,BBG000BJ9CB7,30065307945,EQ0031374800001000
YUHE INTERNATIONAL INC,YUII,UL,Common Stock,Equity,BBG000BKTZ94,BBG000BKTR74,30065309483,EQ0031377200001000
CUMULUS MEDIA INC-CL A,CMLS,UL,Common Stock,Equity,BBG000C1V1W1,BBG000C1TTF2,30065338102,EQ0031379000002000
BNC BANCORP,BNCN,UL,Common Stock,Equity,BBG000C2GKH1,BBG000C2G9K2,30065338657,EQ0031380400001000
PREFERRED BANK/LOS ANGELES,PFBC,UL,Common Stock,Equity,BBG000BRFH21,BBG000BRF6K5,30065327416,EQ0031381300001000
SONOSITE INC,SONO,UL,Common Stock,Equity,BBG000BJHT67,BBG000BJHJF9,30065308341,EQ0031382300001000
CHINA RITAR POWER CORP,CRTP,UL,Common Stock,Equity,BBG000C20J27,BBG000C20901,30065338329,EQ0031383300001000
INNOSPEC INC,IOSP,UL,Common Stock,Equity,BBG000BMFY25,BBG000BMFNP4,30065318384,EQ0031383500001000
SONIC FOUNDRY INC,SOFO,UL,Common Stock,Equity,BBG000DTQDG7,BBG000DTQ360,30065365704,EQ0031384700001000
SOUTHCOAST FINANCIAL CORP,SOCB,UL,Common Stock,Equity,BBG000BL19Q1,BBG000BL0Z11,30065309917,EQ0031384800001000
SEALED AIR CORP,SEE,UL,Common Stock,Equity,BBG000C23052,BBG000C22QV7,30065338379,EQ0031385200001000
COGNIZANT TECH SOLUTIONS-A,CTSH,UL,Common Stock,Equity,BBG000BBF363,BBG000BBDV81,30065286161,EQ0031386200001000
MICROSTRATEGY INC-CL A,MSTR,UL,Common Stock,Equity,BBG000GQK1H1,BBG000GQJPZ0,30065419280,EQ0031386600001000
LJ INTERNATIONAL INC,JADE,UL,Common Stock,Equity,BBG000CYHXM6,BBG000CYGLP0,30065345913,EQ0031390500001000
RAE SYSTEMS INC,RAE,UL,Common Stock,Equity,BBG000GM51S5,BBG000GM3Q39,30065413056,EQ0031391600001000
BEBE STORES INC,BEBE,UL,Common Stock,Equity,BBG000C2F763,BBG000C2DWX0,30065338638,EQ0031391700001000
FIRST NIAGARA FINANCIAL GRP,FNFG,UL,Common Stock,Equity,BBG000DWP168,BBG000DWMRV6,30065366888,EQ0031392100001000
RAPTOR PHARMACEUTICAL CORP,RPTP,UL,Common Stock,Equity,BBG000BSJXQ4,BBG000BSJPC6,30065332870,EQ0031394000001000
INTUITIVE SURGICAL INC,ISRG,UL,Common Stock,Equity,BBG000BJPP48,BBG000BJPDZ1,30065308893,EQ0031396300001000
WUHAN GENERAL GROUP CHINA IN,WUHN,UL,Common Stock,Equity,BBG000BDYM39,BBG000BDYBQ8,30065297651,EQ0031398200001000
MIPS TECHNOLOGIES INC,MIPS,UL,Common Stock,Equity,BBG000BD28Y1,BBG000BD1ZD5,30065292863,EQ0031398800001000
SBA COMMUNICATIONS CORP-CL A,SBAC,UL,Common Stock,Equity,BBG000D2MBB9,BBG000D2M0Z7,30065348732,EQ0031921800001000
ULTRAPETROL (BAHAMAS) LTD,ULTR,UL,Common Stock,Equity,BBG000C1PL18,BBG000C1P8X2,30065337945,EQ0031959600001000
CONSOL ENERGY INC,CNX,UL,Common Stock,Equity,BBG000CKW1N8,BBG000CKVSG8,30065341837,EQ0031998900001000
MANNATECH INC,MTEX,UL,Common Stock,Equity,BBG000C255B2,BBG000C24TS3,30065338475,EQ0032813000001000
ORTHOVITA INC,VITA,UL,Common Stock,Equity,BBG000DWS0W8,BBG000DWQNN0,30065366925,EQ0032833500001002
DAIMLER AG-REGISTERED SHARES,DDAIF,UL,Common Stock,Equity,BBG000CHPRX5,BBG000CHNG70,30065341557,EQ0032868300001002
KORN/FERRY INTERNATIONAL,KFY,UL,Common Stock,Equity,BBG000C5QX49,BBG000C5QMB5,30065340292,EQ0033029800001000
UBS AG-REG,UBS,UL,Common Stock,Equity,BBG000DWCDD8,BBG000DWB323,30065366632,EQ0033045700002004
MACKINAC FINANCIAL CORP,MFNC,UL,Common Stock,Equity,BBG000BDB595,BBG000BD9VL7,30065295443,EQ0033065900001000
ALASKA COMM SYSTEMS GROUP,ALSK,UL,Common Stock,Equity,BBG000DFWZT7,BBG000DFVMC5,30065356173,EQ0033077800001000
STANDARD PARKING CORP,STAN,UL,Common Stock,Equity,BBG000BJ98H0,BBG000BJ91B1,30065307944,EQ0033302100001000
KNIGHT CAPITAL GROUP INC-A,KCG,UL,Common Stock,Equity,BBG000BCZM12,BBG000BCZBW2,30065292479,EQ0033304700001000
AETNA INC,AET,UL,Common Stock,Equity,BBG000FJMV35,BBG000FJLFX8,30065381029,EQ0034006800001000
IXYS CORPORATION,IXYS,UL,Common Stock,Equity,BBG000C9GC02,BBG000C9F2N0,30065340832,EQ0034065500001000
TW TELECOM INC,TWTC,UL,Common Stock,Equity,BBG000D0BXZ1,BBG000D0BMV9,30065346507,EQ0034075400001000
COSTAR GROUP INC,CSGP,UL,Common Stock,Equity,BBG000D7KXB2,BBG000D7JKW9,30065352992,EQ0034286700001000
PEABODY ENERGY CORP,BTU,UL,Common Stock,Equity,BBG000FW1KC3,BBG000FW00S1,30065391060,EQ0034299600001000
TREX COMPANY INC,TREX,UL,Common Stock,Equity,BBG000BTGTX6,BBG000BTGKK9,30065334252,EQ0034400800001000
PROSPERITY BANCSHARES INC,PRSP,UL,Common Stock,Equity,BBG000BHYCZ7,BBG000BHY4D9,30065307689,EQ0034401300001000
PRIVATEBANCORP INC,PVTB,UL,Common Stock,Equity,BBG000CZCKH2,BBG000CZC9G8,30065346154,EQ0034403000001000
REPUBLIC SERVICES INC,RSG,UL,Common Stock,Equity,BBG000BPY4B3,BBG000BPXVJ6,30065324553,EQ0034450000002000
ALBANY MOLECULAR RESEARCH,AMRI,UL,Common Stock,Equity,BBG000B9ZT05,BBG000B9ZJ61,30065284622,EQ0034452600001000
SKECHERS USA INC-CL A,SKX,UL,Common Stock,Equity,BBG000C4HR45,BBG000C4HKK2,30065339852,EQ0034454000001000
ENTERCOM COMMUNICATIONS-CL A,ETM,UL,Common Stock,Equity,BBG000C55XK4,BBG000C55NZ0,30065340172,EQ0034455800001000
METROCORP BANCSHARES INC,MCBI,UL,Common Stock,Equity,BBG000BR5N29,BBG000BR5DN8,30065326745,EQ0034458300001000
SELECT COMFORT CORPORATION,SCSS,UL,Common Stock,Equity,BBG000DM2M50,BBG000DM2BF3,30065359695,EQ0034458700001000
PROVIDENT NEW YORK BANCORP,PBNY,UL,Common Stock,Equity,BBG000CLQ572,BBG000CLNSF6,30065341929,EQ0034459000001000
ONEIDA FINANCIAL CORP,ONFC,UL,Common Stock,Equity,BBG000BRW1Z1,BBG000BRVT81,30065331154,EQ0034459100001000
21ST CENTURY HOLDING CO,TCHC,UL,Common Stock,Equity,BBG000CB8LQ8,BBG000CB8BZ0,30065340965,EQ0034459200001000
GREENE COUNTY BANCORP INC,GCBC,UL,Common Stock,Equity,BBG000BQS2T3,BBG000BQRVY4,30065325773,EQ0034459700001000
CENTRAL FEDERAL CORP,CFBK,UL,Common Stock,Equity,BBG000BBWNG9,BBG000BBWB75,30065287582,EQ0034460300001000
QUICKSILVER RESOURCES INC,KWK,UL,Common Stock,Equity,BBG000BMM655,BBG000BMLYZ2,30065318770,EQ0034533900001000
LMI AEROSPACE INC,LMIA,UL,Common Stock,Equity,BBG000C2P1K9,BBG000C2NR60,30065338884,EQ0034802600001000
GENVEC INC,GNVCD,UL,Common Stock,Equity,BBG000C2QZC2,BBG000C2QNH4,30065338910,EQ0034803900001000
KIRKLAND'S INC,KIRK,UL,Common Stock,Equity,BBG000GMF0N1,BBG000GMDQ01,30065413563,EQ0034804200001000
SUMMIT FINANCIAL GROUP INC,SMMF,UL,Common Stock,Equity,BBG000DLY6S7,BBG000DLWWK0,30065359603,EQ0034804800001000
AOXING PHARMACEUTICAL CO INC,AXN,UL,Common Stock,Equity,BBG000BDHHD8,BBG000BDH697,30065295964,EQ0034806500001000
GILDAN ACTIVEWEAR INC,GIL,UL,Common Stock,Equity,BBG000BH2NZ8,BBG000BH2CW5,30065305179,EQ0034810300002000
CUBIC ENERGY INC,QBC,UL,Common Stock,Equity,BBG000BPH6H1,BBG000BPGX65,30065323807,EQ0034811600001000
AVALON HOLDINGS CORP-A,AWX,UL,Common Stock,Equity,BBG000BPT045,BBG000BPSQJ3,30065324350,EQ0034815100002000
AMERICAN AXLE & MFG HOLDINGS,AXL,UL,Common Stock,Equity,BBG000BPZ725,BBG000BPYZV2,30065324611,EQ0034817600001000
CONVERGYS CORP,CVG,UL,Common Stock,Equity,BBG000BB54J8,BBG000BB4WY0,30065285248,EQ0034818900001000
ADAMS GOLF INC,ADGF,UL,Common Stock,Equity,BBG000BNKVY8,BBG000BNKLH9,30065321304,EQ0034820300001000
PACER INTERNATIONAL INC,PACR,UL,Common Stock,Equity,BBG000C33YS1,BBG000C33PW5,30065339195,EQ0034822500001000
ACTUATE CORP,BIRT,UL,Common Stock,Equity,BBG000C35049,BBG000C34LX2,30065339200,EQ0034822800001000
DATALINK CORP,DTLK,UL,Common Stock,Equity,BBG000C37WV7,BBG000C37KJ7,30065339241,EQ0034827700001000
SCIENTIFIC LEARNING CORP,SCIL,UL,Common Stock,Equity,BBG000C3C9L3,BBG000C3C167,30065339316,EQ0034833900001000
DIGITAL RIVER INC,DRIV,UL,Common Stock,Equity,BBG000BBZ0V9,BBG000BBYQJ7,30065287698,EQ0034835600001000
EAGLE BANCORP INC,EGBN,UL,Common Stock,Equity,BBG000C3HPF9,BBG000C3HB24,30065339386,EQ0034836900001000
SCOTTISH RE GROUP LTD,SKRRF,UL,Common Stock,Equity,BBG000GJCN88,BBG000GJ93P7,30065410671,EQ0034839500001000
CENTRAL EURO DISTRIBUTION CP,CEDC,UL,Common Stock,Equity,BBG000BMVNT2,BBG000BMVG26,30065319501,EQ0034839800001000
SOMERSET HILLS BANCORP,SOMH,UL,Common Stock,Equity,BBG000D3SSK4,BBG000D3QFR7,30065349897,EQ0034843600001000
USEC INC,USU,UL,Common Stock,Equity,BBG000BQ2XL1,BBG000BQ2JM1,30065324795,EQ0034845300001000
FIRST COMMUNITY CORP,FCCO,UL,Common Stock,Equity,BBG000BRD9F7,BBG000BRD351,30065327300,EQ0034845600001000
BANKS.COM INC,BNX,UL,Common Stock,Equity,BBG000FHCD49,BBG000FHB0V8,30065379711,EQ0034850700001000
INTERNET CAPITAL GROUP INC,ICGE,UL,Common Stock,Equity,BBG000BB7MB4,BBG000BB7923,30065285621,EQ0034851400001000
EBAY INC,EBAY,UL,Common Stock,Equity,BBG000C441F4,BBG000C43RR5,30065339634,EQ0034854600001000
CARDINAL FINANCIAL CORP,CFNL,UL,Common Stock,Equity,BBG000C1KDP5,BBG000C1K402,30065337832,EQ0034855400001000
FORCE PROTECTION INC,FRPT,UL,Common Stock,Equity,BBG000C46W91,BBG000C46KS6,30065339677,EQ0034855600001000
HERITAGE COMMERCE CORP,HTBK,UL,Common Stock,Equity,BBG000C48CX6,BBG000C48437,30065339703,EQ0034856400001000
REPUBLIC BANCORP INC-CLASS A,RBCAA,UL,Common Stock,Equity,BBG000BJMRM7,BBG000BJMHG6,30065308711,EQ0034858300001000
CORINTHIAN COLLEGES INC,COCO,UL,Common Stock,Equity,BBG000BTYHM4,BBG000BTY5N9,30065334814,EQ0034858400001000
LIME ENERGY CO,LIME,UL,Common Stock,Equity,BBG000DHCYQ1,BBG000DHBNH6,30065357141,EQ0034860500001000
PF CHANG'S CHINA BISTRO INC,PFCB,UL,Common Stock,Equity,BBG000C4CBW4,BBG000C4C2R0,30065339786,EQ0034860900001000
CORPORATE EXECUTIVE BOARD CO,EXBD,UL,Common Stock,Equity,BBG000BNRMM4,BBG000BNRD35,30065321795,EQ0034861700001000
BANK OF COMMERCE HOLDINGS,BOCH,UL,Common Stock,Equity,BBG000C634Q2,BBG000C61V11,30065340364,EQ0034866300001000
COLFAX CORP,CFX,UL,Common Stock,Equity,BBG000C60DT2,BBG000C5Z443,30066470136,EQ0034874700001000
GOLDMAN SACHS GROUP INC,GS,UL,Common Stock,Equity,BBG000C6CPF7,BBG000C6CFJ5,30065340393,EQ0034876800001000
CONCUR TECHNOLOGIES INC,CNQR,UL,Common Stock,Equity,BBG000C6XBR2,BBG000C6W266,30065340460,EQ0034880000001000
INFOSPACE INC,INSP,UL,Common Stock,Equity,BBG000BBD9P1,BBG000BBD178,30065285972,EQ0034880100001000
COMPUCREDIT HOLDINGS CORP,CCRT,UL,Common Stock,Equity,BBG000C6VXH7,BBG000C6TLC1,30065340459,EQ0034880200001000
GEOGLOBAL RESOURCES INC,GGR,UL,Common Stock,Equity,BBG000CLRN90,BBG000CLQ9G4,30065341931,EQ0034886200001000
EVANS BANCORP INC,EVBN,UL,Common Stock,Equity,BBG000CB2S07,BBG000CB1FM2,30065340948,EQ0034894900001000
CHINA VALVES TECHNOLOGY INC,CVVT,UL,Common Stock,Equity,BBG000G0PKL6,BBG000G0M5M1,30065396702,EQ0034898000001000
BCSB BANCORP INC,BCSB,UL,Common Stock,Equity,BBG000C396B4,BBG000C38YS6,30065339288,EQ0034921200001000
UNITED COMMUNITY FINANCIAL,UCFC,UL,Common Stock,Equity,BBG000BPDD17,BBG000BPD211,30065323660,EQ0034921400001000
WASHINGTON BANKING CO,WBCO,UL,Common Stock,Equity,BBG000C3CVR8,BBG000C3CHY1,30065339319,EQ0034923400001000
CFS BANCORP INC,CITZ,UL,Common Stock,Equity,BBG000C3D647,BBG000C3CYC8,30065339320,EQ0034923500001000
COBIZ FINANCIAL INC,COBZ,UL,Common Stock,Equity,BBG000BPMRD3,BBG000BPMFD9,30065324055,EQ0034926500001000
CELESTICA INC,CLS,UL,Common Stock,Equity,BBG000BPS8P6,BBG000BPS2C3,30065324331,EQ0034926600001000
SEMPRA ENERGY,SRE,UL,Common Stock,Equity,BBG000C2ZMY7,BBG000C2ZCH8,30065339014,EQ0035024500001000
STEC INC,STEC,UL,Common Stock,Equity,BBG000DR2FR0,BBG000DR22B6,30065363754,EQ0035342100001000
AXCELIS TECHNOLOGIES INC,ACLS,UL,Common Stock,Equity,BBG000DW4FS6,BBG000DW34S2,30065366485,EQ0035453700001000
LAWSON SOFTWARE INC,LWSN,UL,Common Stock,Equity,BBG000FZ1824,BBG000FYZX07,30065395080,EQ0035497800001000
BROCADE COMMUNICATIONS SYS,BRCD,UL,Common Stock,Equity,BBG000BP6VJ6,BBG000BP6L99,30065323129,EQ0035600800001000
EVERGREEN SOLAR INC,ESLR,UL,Common Stock,Equity,BBG000F3W9J1,BBG000F3TX11,30065372211,EQ0035719500001000
INSWEB CORP,INSW,UL,Common Stock,Equity,BBG000D12125,BBG000D10QK2,30065347170,EQ0035815400001000
UNITED BANCSHARES INC/OHIO,UBOH,UL,Common Stock,Equity,BBG000F18DS3,BBG000F161Q3,30065370778,EQ0035818500001000
TIVO INC,TIVO,UL,Common Stock,Equity,BBG000BLH1N4,BBG000BLGS74,30065314713,EQ0035828000001000
ON SEMICONDUCTOR CORPORATION,ONNN,UL,Common Stock,Equity,BBG000DV7XQ8,BBG000DV7MX4,30065366026,EQ0035838500001000
MOODY'S CORP,MCO,UL,Common Stock,Equity,BBG000F88X77,BBG000F86GP6,30065374609,EQ0035917200001000
CONTINENTAL RESOURCES INC/OK,CLR,UL,Common Stock,Equity,BBG000BHBR89,BBG000BHBGN6,30066179592,EQ0035964800001000
CENTENE CORP,CNC,UL,Common Stock,Equity,BBG000BDXP79,BBG000BDXCJ5,30065297560,EQ0036491300001000
MEDICINES COMPANY,MDCO,UL,Common Stock,Equity,BBG000DX6SV0,BBG000DX5DX2,30065367223,EQ0036816100001000
ADVANCE AUTO PARTS INC,AAP,UL,Common Stock,Equity,BBG000F7RM90,BBG000F7RCJ1,30065374308,EQ0036823400001000
BIOMARIN PHARMACEUTICAL INC,BMRN,UL,Common Stock,Equity,BBG000CZX6D4,BBG000CZWZ05,30065346270,EQ0036999800001000
CARTER'S INC,CRI,UL,Common Stock,Equity,BBG000CTMF77,BBG000CTM4J9,30065344215,EQ0037610200001000
MCMORAN EXPLORATION CO,MMR,UL,Common Stock,Equity,BBG000CF0WY4,BBG000CDZMN5,30065341323,EQ0037698100001000
MORNINGSTAR INC,MORN,UL,Common Stock,Equity,BBG000CGRGS5,BBG000CGQ4F7,30065341477,EQ0038607400001000
LAKES ENTERTAINMENT INC,LACO,UL,Common Stock,Equity,BBG000BCVCL6,BBG000BCV1L0,30065291462,EQ0038608100001000
BOTTOMLINE TECHNOLOGIES INC,EPAY,UL,Common Stock,Equity,BBG000BRNRF6,BBG000BRNH31,30065330832,EQ0038610300001000
SINOCOKING COAL AND COKE CHE,SCOK,UL,Common Stock,Equity,BBG000BRYBY8,BBG000BRY376,30065331227,EQ0038615500001000
TOWER FINANCIAL CORP,TOFC,UL,Common Stock,Equity,BBG000BRX5R0,BBG000BRWW74,30065331191,EQ0038620600001000
CAPITOL FEDERAL FINANCIAL IN,CFFN,UL,Common Stock,Equity,BBG000C34G09,BBG000C34488,30065339199,EQ0038622800001000
SUPERIOR BANCORP,SUPR,UL,Common Stock,Equity,BBG000CFBM65,BBG000CF9967,30065341346,EQ0038625800001000
LIFE TECHNOLOGIES CORP,LIFE,UL,Common Stock,Equity,BBG000CKLDN4,BBG000CKJ0P3,30065341789,EQ0038626900001000
TELIK INC,TELK,UL,Common Stock,Equity,BBG000F4LRB9,BBG000F4LDY5,30066569955,EQ0038628700001000
SYNUTRA INTERNATIONAL INC,SYUT,UL,Common Stock,Equity,BBG000GFZQH4,BBG000GFZBY8,30065409521,EQ0038633700001000
PRICELINE.COM INC,PCLN,UL,Common Stock,Equity,BBG000BLC3Q2,BBG000BLBVN4,30065313933,EQ0038634600001000
FIRST CAPITAL INC,FCAP,UL,Common Stock,Equity,BBG000BB6G64,BBG000BB6568,30065285525,EQ0038637500001000
ASSURED GUARANTY LTD,AGO,UL,Common Stock,Equity,BBG000CQCCT7,BBG000CQB185,30065342856,EQ0038646700001000
SANDERS MORRIS HARRIS GRP IN,SMHG,UL,Common Stock,Equity,BBG000FXDG91,BBG000FXC0Z8,30065392520,EQ0038647600001000
OPTIBASE LTD,OBAS,UL,Common Stock,Equity,BBG000BCVZ26,BBG000BCVP64,30065291527,EQ0038647800001000
FIRST CAPITAL BANCORP INC,FCVA,UL,Common Stock,Equity,BBG000CQXVX7,BBG000CQXKF1,30065343044,EQ0038648000001000
CITIZENS FIRST CORP,CZFC,UL,Common Stock,Equity,BBG000CQZ802,BBG000CQXYP0,30065343045,EQ0038648100001000
MICROFINANCIAL INC,MFI,UL,Common Stock,Equity,BBG000BFXCG3,BBG000BFWZR1,30065300701,EQ0038650100001000
EAST WEST BANCORP INC,EWBC,UL,Common Stock,Equity,BBG000CR3CP9,BBG000CR20B1,30065343119,EQ0038651700001000
PLX TECHNOLOGY INC,PLXT,UL,Common Stock,Equity,BBG000CRPNH0,BBG000CRNB15,30065343346,EQ0038653000001000
EXTREME NETWORKS INC,EXTR,UL,Common Stock,Equity,BBG000BFRB63,BBG000BFR0T2,30065299706,EQ0038653700001000
COMMTOUCH SOFTWARE LTD,CTCH,UL,Common Stock,Equity,BBG000D3Q5R9,BBG000D3NWB0,30065349771,EQ0038659400001000
QIAO XING UNIVERSAL RESOURCE,XING,UL,Common Stock,Equity,BBG000CSWXL3,BBG000CSVK50,30065343739,EQ0038659900001000
STANCORP FINANCIAL GROUP,SFG,UL,Common Stock,Equity,BBG000BL6YV5,BBG000BL6NZ5,30065313138,EQ0038660200001000
LOOKSMART LTD,LOOK,UL,Common Stock,Equity,BBG000BD2VG0,BBG000BD2J95,30065293037,EQ0038666400001000
BANK OF THE CAROLINAS(NC),BCAR,UL,Common Stock,Equity,BBG000DZTH08,BBG000DZT6D8,30065369188,EQ0038667000001000
ONLINE RESOURCES CORP,ORCC,UL,Common Stock,Equity,BBG000BMYQ94,BBG000BMYGG8,30065319684,EQ0038669700001000
DITECH NETWORKS INC,DITC,UL,Common Stock,Equity,BBG000CXD1K4,BBG000CXBQ12,30065345511,EQ0038676200001000
VIRNETX HOLDING CORP,VHC,UL,Common Stock,Equity,BBG000BP2GW8,BBG000BP25X1,30065322723,EQ0038676800001000
OPENWAVE SYSTEMS INC,OPWV,UL,Common Stock,Equity,BBG000FDW6K3,BBG000FDTVD0,30065377936,EQ0038677000001000
F5 NETWORKS INC,FFIV,UL,Common Stock,Equity,BBG000CY04V8,BBG000CXYSZ6,30065345708,EQ0038686100001000
J2 GLOBAL COMMUNICATIONS INC,JCOM,UL,Common Stock,Equity,BBG000F3F6L3,BBG000F3CWW7,30065371894,EQ0038694600001000
JETBLUE AIRWAYS CORP,JBLU,UL,Common Stock,Equity,BBG000BRQGQ5,BBG000BRQ6L2,30065330919,EQ0038694800001000
TUESDAY MORNING CORP,TUES,UL,Common Stock,Equity,BBG000BBV4D5,BBG000BBTTV3,30065287290,EQ0038694900001000
TOWNE BANK,TOWN,UL,Common Stock,Equity,BBG000BBSNJ1,BBG000BBSC23,30065287247,EQ0038696200001000
STAMPS.COM INC,STMP,UL,Common Stock,Equity,BBG000CZ5YF2,BBG000CZ4KF3,30065346103,EQ0038697200001000
FIRST PLACE FINANCIAL /OHIO,FPFC,UL,Common Stock,Equity,BBG000BDMCK5,BBG000BDM1R2,30065296496,EQ0038830400001000
ARCH CHEMICALS INC,ARJ,UL,Common Stock,Equity,BBG000CS4FF0,BBG000CS34N7,30065343437,EQ0038893300001000
ILLUMINA INC,ILMN,UL,Common Stock,Equity,BBG000DSQ4Q8,BBG000DSMS70,30065364905,EQ0039305100001000
RTI BIOLOGICS INC,RTIX,UL,Common Stock,Equity,BBG000DVBHW1,BBG000DVB7P1,30065366052,EQ0039327900001000
AKAMAI TECHNOLOGIES INC,AKAM,UL,Common Stock,Equity,BBG000BJR461,BBG000BJQWD2,30065309018,EQ0039337400001000
MIND CTI LTD,MNDO,UL,Common Stock,Equity,BBG000F3PNY1,BBG000F3NBM2,30065372064,EQ0039415500001000
EDGAR ONLINE INC,EDGR,UL,Common Stock,Equity,BBG000BHGV12,BBG000BHGKS7,30065306663,EQ0039483000001000
DOLAN CO/THE,DM,UL,Common Stock,Equity,BBG000BSRN50,BBG000BSRBB9,30066817084,EQ0039522100001000
RUDOLPH TECHNOLOGIES INC,RTEC,UL,Common Stock,Equity,BBG000DCK906,BBG000DCGV02,30065355019,EQ0039605800001000
UNITED ONLINE INC,UNTD,UL,Common Stock,Equity,BBG000G7Z1B3,BBG000G7XJQ0,30065403178,EQ0039658500001000
UNITED COMMUNITY BANKS/GA,UCBI,UL,Common Stock,Equity,BBG000BL7QC2,BBG000BL7GB5,30065327510,EQ0081028200001000
PENN MILLERS HOLDING CORP,PMIC,UL,Common Stock,Equity,BBG000BNV3D1,BBG000BNTV15,30077990280,EQ0081280500001000
